user.id,age
4876,23.18684196472168
12227,15.050588607788086
2898,23.07512092590332
12334,24.04781723022461
6489,23.26858139038086
7561,26.24402618408203
10953,24.12148666381836
169,22.190170288085938
13169,16.737321853637695
2693,26.7388973236084
13285,23.031782150268555
18999,23.278715133666992
10137,17.63717269897461
15254,24.61684226989746
17521,23.21117401123047
11804,18.111146926879883
8582,9.225076675415039
19318,22.34609031677246
18025,23.177064895629883
4909,27.51059913635254
3552,17.5350284576416
7830,27.64785385131836
14441,26.632925033569336
18226,24.74181365966797
12021,22.80576515197754
3286,17.39328384399414
16253,32.35159492492676
3243,26.48670768737793
9198,22.918100357055664
4912,23.624982833862305
10008,23.234588623046875
6603,23.170013427734375
5153,18.56083106994629
15610,27.750503540039062
2663,17.580032348632812
13236,16.216238021850586
14900,25.154878616333008
5992,23.204572677612305
9625,23.32673454284668
5467,17.303346633911133
5834,26.67070960998535
18631,23.033655166625977
4695,23.859556198120117
11126,27.597261428833008
766,27.62150001525879
10543,17.823631286621094
4800,25.349233627319336
17503,22.98430633544922
17609,23.725557327270508
9789,24.894243240356445
14505,24.96018409729004
17112,17.3934326171875
12330,27.266462326049805
12276,17.552080154418945
13948,22.62431526184082
6155,17.41685676574707
7143,27.60253143310547
7334,26.588132858276367
19160,17.628215789794922
989,26.894390106201172
18427,23.149091720581055
15427,17.64147186279297
2969,13.083017349243164
12267,24.773160934448242
8579,22.53599739074707
16772,17.452808380126953
5621,17.33413314819336
18820,13.8035888671875
3968,35.237518310546875
3251,27.232616424560547
9642,29.22362518310547
15697,23.639564514160156
16053,17.797365188598633
1365,18.176366806030273
17337,21.341066360473633
6287,24.381563186645508
14311,23.310710906982422
737,16.96355628967285
433,23.139789581298828
4731,24.753143310546875
13963,22.482261657714844
11889,23.67583656311035
15054,26.624605178833008
7174,28.702363967895508
14436,24.701858520507812
13910,23.204641342163086
4171,30.813989639282227
18714,27.39274024963379
16423,24.80426788330078
8288,20.908437728881836
11562,23.277231216430664
15101,22.937955856323242
7997,26.777421951293945
1922,25.09092903137207
18488,22.34918785095215
10829,23.126989364624023
19070,26.51030921936035
11012,24.441892623901367
2723,23.19378662109375
7113,23.10370445251465
15915,28.968528747558594
10945,22.88007164001465
4927,29.83061408996582
18841,21.91246795654297
13244,23.309301376342773
13616,22.94338035583496
6313,24.727752685546875
15706,17.994598388671875
15217,27.091482162475586
9328,22.69114875793457
10629,17.302017211914062
11770,17.487703323364258
1789,24.302532196044922
13492,23.3287296295166
17270,21.684736251831055
3371,17.71192169189453
17915,22.632225036621094
18067,22.948835372924805
10062,20.332914352416992
13823,26.709075927734375
6886,16.662017822265625
13245,22.65135955810547
9336,17.433650970458984
5388,27.654621124267578
9240,31.19859504699707
4778,23.330875396728516
16613,17.537220001220703
5723,16.062053680419922
5592,20.636470794677734
10485,28.832212448120117
4937,23.21603775024414
15778,31.494346618652344
3621,17.272632598876953
13360,23.174888610839844
4518,17.995708465576172
9762,23.035587310791016
4711,24.93263053894043
217,22.656240463256836
14422,27.748912811279297
4431,24.767059326171875
6482,16.794233322143555
1103,22.94583511352539
3895,25.358625411987305
10343,27.3321533203125
8652,27.383459091186523
5510,30.094696044921875
5348,27.192276000976562
5874,16.054489135742188
2023,17.98967170715332
5630,17.024221420288086
3160,17.676759719848633
13961,24.063587188720703
13323,28.69065284729004
16944,23.954669952392578
15167,28.219362258911133
4906,17.31077003479004
17672,23.165969848632812
18480,23.01390266418457
10717,16.96388053894043
8643,26.96158790588379
1315,27.727092742919922
9013,25.511905670166016
6407,24.328611373901367
3383,25.014572143554688
18588,27.875896453857422
17870,25.73641014099121
5940,16.6158504486084
12455,23.11988639831543
2603,22.57088851928711
19265,17.56562614440918
8281,21.69740867614746
2623,21.35409164428711
13315,26.940834045410156
13501,24.010238647460938
18569,16.96006202697754
4635,23.283702850341797
10765,23.293228149414062
13509,26.28291130065918
1906,23.70269203186035
172,16.60480308532715
2741,25.074325561523438
4459,24.984146118164062
13699,17.7574520111084
7306,16.826637268066406
19246,25.853256225585938
12191,24.79591941833496
2966,22.938676834106445
11277,17.166284561157227
10938,27.776430130004883
8044,23.349611282348633
15910,17.442514419555664
17644,23.275306701660156
1687,24.9271183013916
16355,26.489437103271484
4547,22.337602615356445
9988,22.966367721557617
8784,15.801424026489258
13720,17.92704963684082
13667,23.810287475585938
780,17.651517868041992
10303,23.06834602355957
11590,24.17732810974121
15065,29.874460220336914
7217,27.815143585205078
16067,23.34095001220703
3681,17.105247497558594
10000,17.09250831604004
7248,27.94919776916504
13980,27.848403930664062
16031,23.361661911010742
10611,27.019041061401367
14313,22.998960494995117
12548,23.354358673095703
3760,26.36847686767578
7986,24.486024856567383
12980,23.404691696166992
15609,17.25724220275879
9343,23.890546798706055
18696,17.823457717895508
8793,24.842269897460938
17695,24.774993896484375
3137,22.852312088012695
3626,17.582082748413086
14098,17.316783905029297
19186,17.369253158569336
9310,25.25602912902832
11289,23.119470596313477
14899,25.556373596191406
7636,17.709291458129883
17574,35.78790092468262
12492,24.701879501342773
8453,23.030641555786133
11060,27.151975631713867
10941,17.648008346557617
16959,21.91631507873535
4878,23.81648063659668
321,25.063505172729492
5774,23.387554168701172
4560,17.85569953918457
16952,18.016206741333008
9592,27.6362247467041
2246,18.189525604248047
18939,26.72722053527832
11184,23.65431022644043
6559,24.785396575927734
11380,24.211366653442383
8729,17.048179626464844
14160,22.6622314453125
15467,23.1134090423584
15503,23.22759437561035
16373,22.95754623413086
3768,17.8338680267334
17820,16.904294967651367
18709,18.042497634887695
1658,16.839460372924805
3297,22.765336990356445
8167,23.23285675048828
1893,20.385896682739258
18613,22.797285079956055
14133,23.28413200378418
184,24.873348236083984
2622,17.56076431274414
8102,22.95940589904785
19267,14.945358276367188
1923,17.493696212768555
17561,22.17132568359375
11268,17.47832679748535
14743,16.96780014038086
6994,24.925386428833008
1891,23.287633895874023
15556,24.434101104736328
14857,29.4420166015625
4358,24.162879943847656
2906,30.1125545501709
4794,17.35151481628418
6192,17.58568000793457
12842,24.8088321685791
14018,29.464012145996094
19131,34.09024620056152
2734,23.08405113220215
9574,23.917150497436523
8645,23.151531219482422
11297,28.115095138549805
17996,21.433380126953125
3007,16.00714683532715
3473,23.12840461730957
15903,19.551828384399414
1807,23.029333114624023
18412,23.13457679748535
13715,23.443058013916016
8066,24.295608520507812
12179,16.94405746459961
8772,22.13600730895996
5649,23.289649963378906
10763,17.336387634277344
5779,25.113685607910156
1306,27.14841651916504
12971,29.14791488647461
536,22.770736694335938
16958,27.043514251708984
976,21.927120208740234
14497,22.589941024780273
4147,23.865982055664062
4335,27.888105392456055
17380,24.6998348236084
10445,17.679899215698242
5568,15.512311935424805
7169,22.075782775878906
4856,23.306455612182617
4825,21.075292587280273
17140,22.423139572143555
29,22.81342887878418
15913,25.597585678100586
8853,23.00950813293457
7109,27.34392738342285
7178,28.060300827026367
15690,24.533578872680664
7309,22.692129135131836
4743,27.215904235839844
12621,17.324420928955078
10024,24.44075584411621
14955,24.698226928710938
17878,19.280357360839844
6346,27.274415969848633
7608,18.22015953063965
17569,17.599393844604492
10143,25.22789192199707
11900,29.358903884887695
14613,17.35036849975586
9365,27.147926330566406
7954,22.75107765197754
16878,23.361379623413086
10183,26.558349609375
1842,21.915355682373047
5618,14.266969680786133
7546,24.85422134399414
2636,23.235654830932617
18323,22.266162872314453
7750,17.47881507873535
14245,24.43684196472168
6311,26.77945899963379
10314,16.973390579223633
11066,24.714214324951172
3862,25.324127197265625
13587,17.257999420166016
8994,23.13643455505371
10117,26.799880981445312
14284,23.461153030395508
13063,26.69611167907715
1181,26.492429733276367
15973,27.797916412353516
11561,17.295488357543945
1649,18.984865188598633
1597,17.139129638671875
6623,25.42523956298828
12952,23.04513168334961
6812,27.126922607421875
6413,24.989959716796875
17526,23.16388511657715
13029,17.20395851135254
5848,18.416790008544922
9337,-8.09105110168457
10834,16.970510482788086
18690,27.2901611328125
10473,24.114093780517578
3321,23.15825080871582
6347,23.012948989868164
13993,29.223651885986328
13520,24.666887283325195
16976,24.863222122192383
5278,23.69051170349121
465,25.12613868713379
9513,22.201528549194336
17053,17.120887756347656
1142,25.9325008392334
11817,26.797544479370117
8965,23.156692504882812
14477,22.62354278564453
14459,24.55588150024414
16788,14.779834747314453
18512,26.72267723083496
17913,28.360891342163086
7833,26.00745391845703
271,17.800621032714844
11330,23.030029296875
1662,17.22905921936035
7504,17.50105094909668
14906,23.031957626342773
9886,29.881589889526367
9366,25.106786727905273
14385,28.699556350708008
4496,16.819250106811523
13796,17.177257537841797
13226,20.646852493286133
4390,17.624107360839844
8903,22.8154239654541
12464,26.71070671081543
13738,17.201173782348633
8973,18.113508224487305
19219,24.7308406829834
12412,17.008140563964844
5831,26.282773971557617
4820,17.16392707824707
18582,23.623947143554688
16607,16.893266677856445
16456,28.044055938720703
4758,27.812641143798828
2626,42.033884048461914
14640,22.96751594543457
7870,23.258825302124023
1299,25.050745010375977
18227,24.644081115722656
3725,24.583377838134766
3805,22.86332130432129
6704,23.11151695251465
3219,17.558359146118164
3869,24.846647262573242
9311,28.682546615600586
13339,45.30659294128418
12372,23.48618507385254
10244,25.00274085998535
1983,25.15493392944336
14677,23.918102264404297
11122,17.38963508605957
3948,25.170303344726562
18621,22.8262996673584
11294,22.602638244628906
15413,17.67193031311035
11678,27.110990524291992
9527,23.19398307800293
9777,22.718856811523438
1298,28.279199600219727
11751,17.538267135620117
1237,16.43059539794922
8404,17.283594131469727
19251,22.908065795898438
10864,24.502756118774414
4377,27.63378143310547
15418,26.649633407592773
17851,24.959041595458984
1746,24.25773811340332
10453,27.006818771362305
